"","latitude","longitude","yearcollected","monthcollected","daycollected","sname","depth","depthprecision","bottomdepth","collectioncode","collector","minimumdepth","maximumdepth","fieldnumber","observedindividualcount"
"14488",43.51667,-61.65,1978,11,17,"Myoxocephalus octodecemspinosus",42,2,40,"FALL","HAM",40,44,"HAM1978009-17",2
"14489",43.9,-67.28333,1973,7,12,"Urophycis tenuis",108,2,199,"SUMMER","ATC",106,110,"ATC1973212-24",174
"14490",42.56667,-64.45,1970,7,11,"Argentina silus",200,14,549,"SUMMER","ATC",186,214,"ATC1970175-35",59
"14491",43,-64.13333,1974,7,15,"Illex illecebrosus",50.5,0.5,93,"SUMMER","ATC",50,51,"ATC1974225-51",6
"14492",43.46667,-60.15,1980,10,17,"Hippoglossus hippoglossus",116.5,5.5,241,"FALL","HAM",111,122,"HAM1980043-13",1
"14493",43.46667,-60.15,1980,10,17,"Phycis chesteri",116.5,5.5,241,"FALL","HAM",111,122,"HAM1980043-13",7
"14494",46.18333,-58.86667,1974,8,2,"Gadus morhua",103,2,156,"SUMMER","ATC",101,105,"ATC1974226-74",19
"14495",44.36667,-66.3,1975,7,16,"Hippoglossus hippoglossus",49.5,2.5,74,"SUMMER","ATC",47,52,"ATC1975236-14",4
"14496",44.35,-66.66667,1976,7,14,"Urophycis tenuis",102.5,1.5,192,"SUMMER","ATC",101,104,"ATC1976250-12",3
"14497",44.01667,-62.21667,1980,7,27,"Urophycis tenuis",66.5,0.5,119,"COMPARE","HAM",66,67,"HAM1980038-82",1
"14498",43.45,-67.5,1976,7,15,"Squalus acanthias",108.5,7.5,212,"SUMMER","ATC",101,116,"ATC1976250-18",2
"14499",46.58333,-60.16667,1977,7,30,"Urophycis tenuis",63.5,2.5,110,"SUMMER","ATC",61,66,"ATC1977266-53",3
"14500",43.4,-64.81667,1977,7,14,"Malacoraja senta",47.5,0.5,81,"SUMMER","ATC",47,48,"ATC1977265-44",1
"14501",45.2,-59.81667,1980,7,21,"Limanda ferruginea",45,1,97,"COMPARE","HAM",44,46,"HAM1980038-36",3
"14502",44.66667,-67,1976,7,12,"Illex illecebrosus",46.5,0.5,84,"SUMMER","ATC",46,47,"ATC1976250-1",4
"14503",43.76667,-60.98333,1975,7,30,"Pseudopleuronectes americanus",26,2,46,"SUMMER","ATC",24,28,"ATC1975237-7",1
"14504",43.91667,-61.2,1979,10,16,"Lophius americanus",31.5,0.5,50,"FALL","HAM",31,32,"HAM1979026-5",1
"14505",44.13333,-66.56667,1970,7,8,"Squalus acanthias",49.5,2.5,93,"SUMMER","ATC",47,52,"ATC1970175-13",1
"14506",43.43333,-61.76667,1971,7,13,"Amblyraja radiata",42,2,41,"SUMMER","ATC",40,44,"ATC1971189-11",1
"14507",44.53333,-66.26667,1975,7,16,"Amblyraja radiata",78,3,136,"SUMMER","ATC",75,81,"ATC1975236-13",4
"14508",43.63333,-60.7,1978,11,20,"Hippoglossoides platessoides",32,2,48,"FALL","HAM",30,34,"HAM1978009-29",2
"14509",43.63333,-60.23333,1978,11,20,"Limanda ferruginea",39,0,73,"FALL","HAM",39,39,"HAM1978009-28",152
"14510",44.63333,-61.53333,1972,7,13,"Clupea harengus",86,0,145,"SUMMER","ATC",86,86,"ATC1972201-55",6
"14511",43.31667,-61.1,1977,7,18,"Hippoglossoides platessoides",78,0,174,"SUMMER","ATC",78,78,"ATC1977265-72",6
"14512",43.43333,-61.4,1977,7,18,"Lophius americanus",40,0,18,"SUMMER","ATC",40,40,"ATC1977265-71",4
"14513",42.98333,-61.95,1978,12,6,"Zoarces americanus",131,3,254,"FALL","HAM",128,134,"HAM1978010-28",1
"14514",43.55,-60.41667,1978,7,25,"Glyptocephalus cynoglossus",42,0,102,"SUMMER","ATC",42,42,"ATC1978280-14",1
"14515",42.86667,-63.96667,1974,7,15,"Melanogrammus aeglefinus",61,1,116,"SUMMER","ATC",60,62,"ATC1974225-50",42
"14516",43.45,-64.56667,1975,7,20,"Gadus morhua",43.5,0.5,74,"SUMMER","ATC",43,44,"ATC1975236-42",15
"14517",44.01667,-66.41667,1979,7,8,"Pseudopleuronectes americanus",37,3,70,"SUMMER","ATC",34,40,"ATC1979292-16",129
"14518",43.56667,-60.75,1974,7,17,"Hippoglossoides platessoides",32,0,49,"SUMMER","ATC",32,32,"ATC1974225-66",5
"14519",42.6,-65.91667,1980,7,12,"Gadus morhua",42,0,81,"SUMMER","ATC",42,42,"ATC1980306-37",22
"14520",45.36667,-65.15,1973,7,10,"Gadus morhua",30,0,43,"SUMMER","ATC",30,30,"ATC1973212-5",10
"14521",43.4,-64.81667,1977,7,14,"Melanogrammus aeglefinus",47.5,0.5,81,"SUMMER","ATC",47,48,"ATC1977265-44",6
"14522",45.2,-57.63333,1980,3,7,"Enchelyopus cimbrius",153.5,0.5,233,"SPRING","HAM",153,154,"HAM1980033-10",1
"14523",44.26667,-66.73333,1979,11,7,"Illex illecebrosus",100.5,0.5,183,"FALL","HAM",100,101,"HAM1979027-68",9
"14524",43.46667,-64.76667,1972,6,26,"Gadus morhua",48.5,2.5,68,"SUMMER","ATC",46,51,"ATC1972200-24",5
"14525",43.3,-64.75,1973,7,17,"Gadus morhua",46,1,104,"SUMMER","ATC",45,47,"ATC1973212-53",7
"14526",43.98333,-61.95,1980,3,17,"Citharichthys arctifrons",76.5,0.5,135,"SPRING","HAM",76,77,"HAM1980034-2",1
"14527",43.61667,-59.76667,1978,11,20,"Hippoglossus hippoglossus",131.5,1.5,270,"FALL","HAM",130,133,"HAM1978009-26",6
"14528",44.33333,-62.55,1972,7,6,"Lophius americanus",112.5,1.5,214,"SUMMER","ATC",111,114,"ATC1972201-1",1
"14529",43.83333,-59.1,1972,7,9,"Gadus morhua",53.5,0.5,134,"SUMMER","ATC",53,54,"ATC1972201-22",17
"14530",42.96667,-62.51667,1970,7,14,"Hippoglossoides platessoides",107.5,9.5,308,"SUMMER","ATC",98,117,"ATC1970175-56",1
"14531",45.3,-59.4,1977,7,27,"Amblyraja radiata",62,2,102,"SUMMER","ATC",60,64,"ATC1977266-33",11
"14532",43.48333,-62.9,1976,7,20,"Hippoglossus hippoglossus",62.5,0.5,112,"SUMMER","ATC",62,63,"ATC1976250-60",1
"14533",43.6,-60.08333,1978,11,20,"Glyptocephalus cynoglossus",60,1,178,"FALL","HAM",59,61,"HAM1978009-25",2
"14534",46.86667,-60.13333,1977,7,30,"Reinhardtius hippoglossoides",93.5,2.5,161,"SUMMER","ATC",91,96,"ATC1977266-52",1
"14535",45.06667,-66.2,1970,7,6,"Squalus acanthias",43.5,4.5,88,"SUMMER","ATC",39,48,"ATC1970175-2",7
"14536",43.68333,-60.48333,1977,7,24,"Melanogrammus aeglefinus",31,1,63,"SUMMER","ATC",30,32,"ATC1977266-3",1
"14537",43.68333,-61.13333,1977,7,18,"Lophius americanus",25,0,47,"SUMMER","ATC",25,25,"ATC1977265-73",1
"14538",43.98333,-61.95,1980,3,17,"Alosa pseudoharengus",76.5,0.5,135,"SPRING","HAM",76,77,"HAM1980034-2",58
"14539",44.43333,-62.93333,1978,12,7,"Gadus morhua",76,3,130,"FALL","HAM",73,79,"HAM1978010-36",12
"14540",43.65,-60.15,1970,7,23,"Triglops murrayi",38,0,74,"SUMMER","ATC",38,38,"ATC1970176-25",1
"14541",43.06667,-64.45,1979,7,7,"Merluccius bilinearis",72.5,0.5,127,"COMPARE","HAM",72,73,"HAM1979020-9",2
"14542",43.88333,-61.25,1970,7,20,"Merluccius bilinearis",32,0,39,"SUMMER","ATC",32,32,"ATC1970176-6",7
"14543",43.46667,-62.55,1970,7,15,"Hippoglossoides platessoides",51.5,2.5,86,"SUMMER","ATC",49,54,"ATC1970175-63",2
"14544",43.71667,-61.16667,1979,10,16,"Myoxocephalus octodecemspinosus",26,0,42,"FALL","HAM",26,26,"HAM1979026-6",2
"14545",43.46667,-60.1,1978,7,26,"Gadus morhua",110,2,281,"SUMMER","ATC",108,112,"ATC1978280-16",1
"14546",43.76667,-61.36667,1973,7,25,"Hippoglossus hippoglossus",25.5,0.5,45,"SUMMER","ATC",25,26,"ATC1973213-17",1
"14547",44.45,-60.36667,1979,10,20,"Myoxocephalus octodecemspinosus",26,1,46,"FALL","HAM",25,27,"HAM1979026-23",72
"14548",44.91667,-57.88333,1980,7,23,"Myoxocephalus octodecemspinosus",30.5,0.5,65,"SUMMER","ATC",30,31,"ATC1980307-57",2
"14549",42.98333,-61.95,1978,12,6,"Illex illecebrosus",131,3,254,"FALL","HAM",128,134,"HAM1978010-28",19
"14550",44.95,-65.65,1979,3,8,"Hippoglossoides platessoides",52,0,76,"SPRING","HAM",52,52,"HAM1979013-17",2
"14551",43.71667,-64.41667,1980,7,8,"Brosme brosme",87,5,149,"SUMMER","ATC",82,92,"ATC1980306-2",1
"14552",44.43333,-59.36667,1979,3,25,"Amblyraja radiata",66,4,136,"SPRING","HAM",62,70,"HAM1979014-33",258
"14553",43.88333,-63.78333,1978,7,18,"Urophycis tenuis",110.5,1.5,207,"SUMMER","ATC",109,112,"ATC1978279-77",8
"14554",46.01667,-58.4,1979,7,26,"Illex illecebrosus",180.5,2.5,280,"SUMMER","ATC",178,183,"ATC1979293-61",3
"14555",43.36667,-60.63333,1980,10,17,"Amblyraja radiata",132,4,602,"FALL","HAM",128,136,"HAM1980043-12",2
"14556",44.26667,-58.45,1980,10,20,"Melanogrammus aeglefinus",56.5,2.5,107,"FALL","HAM",54,59,"HAM1980043-40",5
"14557",46.35,-59.66667,1979,7,27,"Triglops murrayi",41,1,82,"SUMMER","ATC",40,42,"ATC1979293-66",3
"14558",42.58333,-65.9,1980,7,12,"Myoxocephalus octodecemspinosus",46.5,0.5,80,"COMPARE","HAM",46,47,"HAM1980037-31",3
"14559",44.2,-61.01667,1979,10,19,"Hippoglossoides platessoides",36.5,1.5,63,"FALL","HAM",35,38,"HAM1979026-19",1
"14560",43.65,-60.15,1970,7,23,"Gadus morhua",38,0,74,"SUMMER","ATC",38,38,"ATC1970176-25",4
"14561",45.1,-60.55,1980,7,26,"Urophycis tenuis",41,1,73,"COMPARE","HAM",40,42,"HAM1980038-75",2
"14562",43.6,-59.78333,1977,7,24,"Merluccius bilinearis",123.5,2.5,330,"SUMMER","ATC",121,126,"ATC1977266-6",3
"14563",45.06667,-66.2,1970,7,6,"Malacoraja senta",43.5,4.5,88,"SUMMER","ATC",39,48,"ATC1970175-2",1
"14564",46.43333,-59.1,1970,7,30,"Reinhardtius hippoglossoides",173.5,5.5,263,"SUMMER","ATC",168,179,"ATC1970176-66",2
"14565",44.95,-65.65,1979,3,8,"Myoxocephalus octodecemspinosus",52,0,76,"SPRING","HAM",52,52,"HAM1979013-17",8
"14566",42.68333,-66.3,1979,3,10,"Limanda ferruginea",45,3,78,"SPRING","HAM",42,48,"HAM1979013-37",2
"14567",44.36667,-57.88333,1980,10,20,"Glyptocephalus cynoglossus",57,1,126,"FALL","HAM",56,58,"HAM1980043-42",1
"14568",44.16667,-59.15,1979,3,24,"Pollachius virens",127,6,271,"SPRING","HAM",121,133,"HAM1979014-30",109
"14569",42.83333,-66.5,1979,7,11,"Brosme brosme",87,2,151,"COMPARE","HAM",85,89,"HAM1979020-41",5
"14570",44.73333,-59.98333,1980,10,19,"Malacoraja senta",124,4,206,"FALL","HAM",120,128,"HAM1980043-28",1
"14571",42.6,-66.71667,1980,10,5,"Pollachius virens",113.5,2.5,195,"FALL","HAM",111,116,"HAM1980042-38",8
"14572",43.18333,-62.35,1979,3,29,"Hippoglossoides platessoides",54.5,0.5,107,"SPRING","HAM",54,55,"HAM1979014-70",1
"14573",43.9,-59.08333,1979,10,21,"Hippoglossoides platessoides",66,13,87,"FALL","HAM",53,79,"HAM1979026-33",5
"14574",42.13333,-66.8,1978,7,12,"Zoarces americanus",36.5,0.5,83,"SUMMER","ATC",36,37,"ATC1978279-80",0
"14575",44.61667,-57.51667,1980,7,23,"Limanda ferruginea",31,0,58,"COMPARE","HAM",31,31,"HAM1980038-54",394
"14576",43.6,-63.46667,1979,11,2,"Merluccius bilinearis",77.5,0.5,147,"FALL","HAM",77,78,"HAM1979027-25",7
"14577",45.3,-58.9,1979,10,23,"Triglops murrayi",44.5,0.5,108,"FALL","HAM",44,45,"HAM1979026-53",44
"14578",46.45,-59.3,1973,8,2,"Lophius americanus",92.5,7.5,145,"SUMMER","ATC",85,100,"ATC1973213-75",1
"14579",43.43333,-61.4,1977,7,18,"Limanda ferruginea",40,0,18,"SUMMER","ATC",40,40,"ATC1977265-71",74
"14580",45.25,-60.28333,1978,7,29,"Gadus morhua",44,0,89,"SUMMER","ATC",44,44,"ATC1978280-48",29
"14581",42.98333,-62.2,1978,7,15,"Hippoglossoides platessoides",85,1,155,"SUMMER","ATC",84,86,"ATC1978279-52",6
"14582",43.18333,-61.4,1980,7,19,"Illex illecebrosus",116,6,276,"SUMMER","ATC",110,122,"ATC1980307-14",27
"14583",42.6,-65.71667,1977,7,13,"Limanda ferruginea",48,0,88,"SUMMER","ATC",48,48,"ATC1977265-33",34
"14584",43.1,-61.53333,1979,7,14,"Myoxocephalus octodecemspinosus",133,3,346,"SUMMER","ATC",130,136,"ATC1979292-66",1
"14585",42.98333,-61.95,1978,12,6,"Amblyraja radiata",131,3,254,"FALL","HAM",128,134,"HAM1978010-28",4
"14586",45.2,-65.7,1974,7,9,"Leucoraja ocellata",48,4,57,"SUMMER","ATC",44,52,"ATC1974225-6",4
"14587",44.01667,-58.93333,1980,7,22,"Illex illecebrosus",111,2,449,"SUMMER","ATC",109,113,"ATC1980307-47",4
"14588",43.45,-64.56667,1976,7,18,"Gadus morhua",42,1,74,"SUMMER","ATC",41,43,"ATC1976250-43",19
"14589",43.91667,-61.2,1979,10,16,"Illex illecebrosus",31.5,0.5,50,"FALL","HAM",31,32,"HAM1979026-5",49
"14590",44.28333,-58.06667,1980,3,8,"Anarhichas minor",70.5,0.5,97,"SPRING","HAM",70,71,"HAM1980033-14",5
"14591",43.06667,-64.45,1979,7,7,"Melanogrammus aeglefinus",72.5,0.5,127,"COMPARE","HAM",72,73,"HAM1979020-9",66
"14592",44.18333,-63.05,1977,7,20,"Merluccius bilinearis",97.5,2.5,175,"SUMMER","ATC",95,100,"ATC1977265-91",5
"14593",43.68333,-61.13333,1977,7,18,"Amblyraja radiata",25,0,47,"SUMMER","ATC",25,25,"ATC1977265-73",3
"14594",42.7,-66.01667,1971,7,3,"Gadus morhua",39.5,0.5,76,"SUMMER","ATC",39,40,"ATC1971188-24",45
"14595",43.85,-59.53333,1975,7,31,"Illex illecebrosus",26.5,0.5,56,"SUMMER","ATC",26,27,"ATC1975237-17",2
"14596",43.25,-63.35,1974,7,16,"Gadiformes",77.5,1.5,138,"SUMMER","ATC",76,79,"ATC1974225-53",3
"14597",46.71667,-59.83333,1971,7,20,"Anarhichas denticulatus",44,2,69,"SUMMER","ATC",42,46,"ATC1971189-61",1
"14598",43.9,-61.3,1977,7,18,"Pseudopleuronectes americanus",24,1,38,"SUMMER","ATC",23,25,"ATC1977265-75",1
"14599",45.4,-65.13333,1972,7,1,"Alosa pseudoharengus",28,2,42,"SUMMER","ATC",26,30,"ATC1972200-61",44
"14600",45.46667,-59.28333,1974,7,29,"Amblyraja radiata",39,0,87,"SUMMER","ATC",39,39,"ATC1974226-44",5
"14601",44.93333,-66.08333,1974,7,9,"Aspidophoroides monopterygius",61.5,1.5,110,"SUMMER","ATC",60,63,"ATC1974225-1",3
"14602",45.61667,-58.8,1974,8,1,"Reinhardtius hippoglossoides",93.5,1.5,118,"SUMMER","ATC",92,95,"ATC1974226-70",1
"14603",44.36667,-66.3,1975,7,16,"Gadus morhua",49.5,2.5,74,"SUMMER","ATC",47,52,"ATC1975236-14",70
"14604",44.03333,-67.36667,1975,7,17,"Gadus morhua",92.5,2.5,162,"SUMMER","ATC",90,95,"ATC1975236-17",3
"14605",43.75,-59.91667,1971,7,14,"Malacoraja senta",33.5,3.5,53,"SUMMER","ATC",30,37,"ATC1971189-20",2
"14606",43.7,-60.46667,1972,7,8,"Gadus morhua",35.5,0.5,60,"SUMMER","ATC",35,36,"ATC1972201-14",7
"14607",44.8,-61.76667,1977,7,19,"Anarhichas lupus",63.5,6.5,111,"SUMMER","ATC",57,70,"ATC1977265-87",1
"14608",44.16667,-59.85,1970,7,22,"Sebastes",90.5,5.5,132,"SUMMER","ATC",85,96,"ATC1970176-15",41
"14609",42.68333,-66.41667,1973,7,14,"Amblyraja radiata",65.5,0.5,119,"SUMMER","ATC",65,66,"ATC1973212-32",1
"14610",42.48333,-65.73333,1971,7,3,"Limanda ferruginea",46.5,0.5,89,"SUMMER","ATC",46,47,"ATC1971188-22",23
"14611",44.2,-61.31667,1974,7,24,"Urophycis tenuis",68,2,120,"SUMMER","ATC",66,70,"ATC1974226-7",24
"14612",44.51667,-58.43333,1970,7,26,"Hippoglossoides platessoides",34,0,41,"SUMMER","ATC",34,34,"ATC1970176-45",132
"14613",44.76667,-59.23333,1973,7,31,"Hippoglossoides platessoides",130,30,135,"SUMMER","ATC",100,160,"ATC1973213-64",20
"14614",43.83333,-60.36667,1975,7,31,"Gadus morhua",22.5,1.5,47,"SUMMER","ATC",21,24,"ATC1975237-14",38
"14615",42.86667,-62.58333,1979,7,13,"Amblyraja radiata",178,8,441,"SUMMER","ATC",170,186,"ATC1979292-62",3
"14616",43.23333,-64.23333,1978,7,14,"Sebastes",43,1,86,"SUMMER","ATC",42,44,"ATC1978279-43",1
"14617",43.8,-60.53333,1978,7,25,"Myoxocephalus octodecemspinosus",27.5,0.5,48,"SUMMER","ATC",27,28,"ATC1978280-12",4
"14618",43.28333,-62.33333,1971,7,13,"Argentina silus",52.5,0.5,93,"SUMMER","ATC",52,53,"ATC1971189-8",1
"14619",43.48333,-62.9,1976,7,20,"Gadus morhua",62.5,0.5,112,"SUMMER","ATC",62,63,"ATC1976250-60",3
"14620",44.98333,-66.75,1974,7,9,"Amblyraja radiata",33,0,19,"SUMMER","ATC",33,33,"ATC1974225-8",6
"14621",43.25,-63.35,1974,7,16,"Zoarces americanus",77.5,1.5,138,"SUMMER","ATC",76,79,"ATC1974225-53",3
"14622",42.73333,-66.1,1970,7,10,"Hippoglossus hippoglossus",37,1,65,"SUMMER","ATC",36,38,"ATC1970175-24",1
"14623",44.35,-66.66667,1976,7,14,"Melanogrammus aeglefinus",102.5,1.5,192,"SUMMER","ATC",101,104,"ATC1976250-12",3
"14624",45.2,-59.81667,1980,7,21,"Gadus morhua",45,1,97,"COMPARE","HAM",44,46,"HAM1980038-36",4
"14625",44.93333,-65.75,1973,7,11,"Gadus morhua",47.5,0.5,80,"SUMMER","ATC",47,48,"ATC1973212-11",8
"14626",44.15,-59.53333,1972,7,12,"Gadus morhua",70.5,5.5,63,"SUMMER","ATC",65,76,"ATC1972201-45",3
"14627",43.51667,-61.65,1978,11,17,"Amblyraja radiata",42,2,40,"FALL","HAM",40,44,"HAM1978009-17",4
"14628",43.75,-59.91667,1971,7,14,"Gadus morhua",33.5,3.5,53,"SUMMER","ATC",30,37,"ATC1971189-20",6
"14629",43.6,-64.05,1980,7,14,"Urophycis tenuis",101,1,170,"SUMMER","ATC",100,102,"ATC1980306-60",3
"14630",43.31667,-64.83333,1979,7,8,"Peprilus triacanthus",44,1,95,"COMPARE","HAM",43,45,"HAM1979020-13",2
"14631",45.06667,-57.46667,1979,7,25,"Phycis chesteri",180,4,342,"SUMMER","ATC",176,184,"ATC1979293-55",4
"14632",43.61667,-67.5,1980,3,26,"Malacoraja senta",122,0,221,"SPRING","HAM",122,122,"HAM1980034-57",1
"14633",44.08333,-66.41667,1980,3,27,"Amblyraja radiata",34,3,67,"SPRING","HAM",31,37,"HAM1980034-60",3
"14634",45.26667,-60.05,1979,7,21,"Glyptocephalus cynoglossus",90.5,13.5,132,"SUMMER","ATC",77,104,"ATC1979293-20",1
"14635",43.91667,-61.2,1979,10,16,"Pseudopleuronectes americanus",31.5,0.5,50,"FALL","HAM",31,32,"HAM1979026-5",2
"14636",43.15,-61.41667,1978,7,16,"Citharichthys arctifrons",104,6,561,"SUMMER","ATC",98,110,"ATC1978279-57",5
"14637",43.91667,-61.2,1979,10,16,"Zoarces americanus",31.5,0.5,50,"FALL","HAM",31,32,"HAM1979026-5",3
"14638",44.26667,-66.73333,1979,11,7,"Hippoglossoides platessoides",100.5,0.5,183,"FALL","HAM",100,101,"HAM1979027-68",2
"14639",42.7,-64.23333,1980,10,4,"Chlorophthalmus agassizi",114,6,373,"FALL","HAM",108,120,"HAM1980042-28",1
"14640",43.96667,-58.8,1978,7,26,"Merluccius bilinearis",86,4,162,"SUMMER","ATC",82,90,"ATC1978280-24",5
"14641",43.45,-67.5,1976,7,15,"Lophius americanus",108.5,7.5,212,"SUMMER","ATC",101,116,"ATC1976250-18",1
"14642",42.86667,-62.58333,1979,7,13,"Hippoglossoides platessoides",178,8,441,"SUMMER","ATC",170,186,"ATC1979292-62",7
"14643",43.36667,-61.36667,1979,7,14,"Hippoglossoides platessoides",42.5,0.5,23,"SUMMER","ATC",42,43,"ATC1979292-67",3
"14644",43.75,-62.25,1979,7,15,"Sebastes",52.5,0.5,127,"SUMMER","ATC",52,53,"ATC1979292-75",1
"14645",44.65,-61,1978,11,21,"Alosa pseudoharengus",77,3,123,"FALL","HAM",74,80,"HAM1978009-39",1
"14646",43.6,-62.5,1978,12,7,"Melanogrammus aeglefinus",42,0,76,"FALL","HAM",42,42,"HAM1978010-32",208
"14647",42.6,-66.71667,1980,10,5,"Anarhichas lupus",113.5,2.5,195,"FALL","HAM",111,116,"HAM1980042-38",1
"14648",44.03333,-63.48333,1975,7,24,"Urophycis tenuis",96,1,193,"SUMMER","ATC",95,97,"ATC1975236-71",3
"14649",43.78333,-66.46667,1979,7,8,"Hippoglossoides platessoides",34.5,5.5,69,"COMPARE","HAM",29,40,"HAM1979020-15",2
"14650",45.23333,-65.23333,1979,7,9,"Gadus morhua",19,1,51,"COMPARE","HAM",18,20,"HAM1979020-24",8
"14651",41.88333,-66.11667,1980,3,25,"Gadus morhua",50.5,0.5,91,"SPRING","HAM",50,51,"HAM1980034-49",61
"14652",43.08333,-64.16667,1979,7,7,"Anarhichas lupus",46,2,87,"COMPARE","HAM",44,48,"HAM1979020-8",2
"14653",42.55,-65.35,1980,10,4,"Gadus morhua",52,1,97,"FALL","HAM",51,53,"HAM1980042-32",7
"14654",43.48333,-62.35,1979,3,29,"Limanda ferruginea",45,3,76,"SPRING","HAM",42,48,"HAM1979014-72",21
"14655",43.83333,-60.03333,1979,10,19,"Myoxocephalus octodecemspinosus",20,3,28,"FALL","HAM",17,23,"HAM1979026-16",2
"14656",45.03333,-66.21667,1979,7,10,"Hippoglossoides platessoides",49,1,94,"SUMMER","ATC",48,50,"ATC1979292-26",3
"14657",45.53333,-57.91667,1979,10,23,"Urophycis tenuis",141,5,199,"FALL","HAM",136,146,"HAM1979026-55",38
"14658",43.88333,-60.96667,1980,7,18,"Hippoglossoides platessoides",27,1,51,"COMPARE","HAM",26,28,"HAM1980038-7",2
"14659",43.86667,-62.38333,1979,11,1,"Glyptocephalus cynoglossus",80.5,2.5,144,"FALL","HAM",78,83,"HAM1979027-8",4
"14660",43.6,-63.78333,1979,11,2,"Melanogrammus aeglefinus",130.5,0.5,235,"FALL","HAM",130,131,"HAM1979027-27",3
"14661",43.51667,-61.41667,1980,3,18,"Gadus morhua",38.5,2.5,29,"SPRING","HAM",36,41,"HAM1980034-4",45
"14662",43.06667,-64.45,1979,7,7,"Peprilus triacanthus",72.5,0.5,127,"COMPARE","HAM",72,73,"HAM1979020-9",1
"14663",44.98333,-66.51667,1980,7,10,"Hippoglossoides platessoides",35,1,63,"COMPARE","HAM",34,36,"HAM1980037-18",5
"14664",44.45,-60.36667,1979,10,20,"Melanogrammus aeglefinus",26,1,46,"FALL","HAM",25,27,"HAM1979026-23",24
"14665",45.65,-58.11667,1980,10,22,"Amblyraja radiata",68,2,120,"FALL","HAM",66,70,"HAM1980043-56",3
"14666",44.95,-65.65,1979,3,8,"Hippoglossus hippoglossus",52,0,76,"SPRING","HAM",52,52,"HAM1979013-17",1
"14667",43.98333,-66.55,1980,10,8,"Pseudopleuronectes americanus",46,0,83,"FALL","HAM",46,46,"HAM1980042-60",46
"14668",42.81667,-63.75,1978,7,15,"Zoarces americanus",105,3,331,"SUMMER","ATC",102,108,"ATC1978279-47",10
"14669",43.85,-60.38333,1979,3,26,"Limanda ferruginea",24.5,1.5,47,"SPRING","HAM",23,26,"HAM1979014-44",15
"14670",44.98333,-61.16667,1973,7,24,"Limanda ferruginea",92.5,2.5,164,"SUMMER","ATC",90,95,"ATC1973213-4",2
"14671",43.75,-62.25,1979,7,15,"Urophycis chuss",52.5,0.5,127,"SUMMER","ATC",52,53,"ATC1979292-75",5
"14672",44.35,-59.45,1978,7,28,"Merluccius bilinearis",110,2,196,"SUMMER","ATC",108,112,"ATC1978280-42",202
"14673",44.16667,-61.05,1976,7,31,"Hippoglossoides platessoides",33,2,62,"SUMMER","ATC",31,35,"ATC1976251-35",9
"14674",42.96667,-62.51667,1970,7,14,"Merluccius bilinearis",107.5,9.5,308,"SUMMER","ATC",98,117,"ATC1970175-56",214
"14675",45.36667,-57.75,1973,7,31,"Sebastes",132.5,2.5,181,"SUMMER","ATC",130,135,"ATC1973213-57",568
"14676",44.25,-62.3,1974,7,23,"Hippoglossoides platessoides",93,3,156,"SUMMER","ATC",90,96,"ATC1974226-3",12
"14677",42.8,-65.35,1974,7,14,"Myoxocephalus octodecemspinosus",59.5,3.5,119,"SUMMER","ATC",56,63,"ATC1974225-37",10
"14678",44.56667,-66.2,1979,7,9,"Hippoglossoides platessoides",57.5,2.5,114,"COMPARE","HAM",55,60,"HAM1979020-20",1
"14679",45.53333,-57.91667,1979,10,23,"Gadus morhua",141,5,199,"FALL","HAM",136,146,"HAM1979026-55",7
"14680",43.48333,-67.15,1979,3,9,"Pseudopleuronectes americanus",125.5,1.5,207,"SPRING","HAM",124,127,"HAM1979013-27",2
"14681",43.85,-59.46667,1972,7,9,"Hippoglossoides platessoides",31.5,0.5,63,"SUMMER","ATC",31,32,"ATC1972201-20",88
"14682",44.01667,-58.93333,1980,7,22,"Merluccius bilinearis",111,2,449,"SUMMER","ATC",109,113,"ATC1980307-47",45
"14683",45.8,-58.91667,1972,7,16,"Urophycis tenuis",135.5,1.5,213,"SUMMER","ATC",134,137,"ATC1972201-71",1
"14684",43.2,-63.33333,1976,7,19,"Pollachius virens",79,0,146,"SUMMER","ATC",79,79,"ATC1976250-50",2
"14685",43.78333,-63.75,1973,7,18,"Argentina silus",138,2,242,"SUMMER","ATC",136,140,"ATC1973212-60",1
"14686",43.11667,-67.23333,1973,7,13,"Merluccius bilinearis",93.5,1.5,177,"SUMMER","ATC",92,95,"ATC1973212-27",3
"14687",43.61667,-67.21667,1975,7,17,"Malacoraja senta",97.5,1.5,179,"SUMMER","ATC",96,99,"ATC1975236-22",3
"14688",43.46667,-62.55,1970,7,15,"Illex illecebrosus",51.5,2.5,86,"SUMMER","ATC",49,54,"ATC1970175-63",2
"14689",43.6,-64.05,1980,7,14,"Pollachius virens",101,1,170,"SUMMER","ATC",100,102,"ATC1980306-60",10
"14690",44.51667,-58.43333,1970,7,26,"Merluccius bilinearis",34,0,41,"SUMMER","ATC",34,34,"ATC1970176-45",29
"14691",43.66667,-60.26667,1971,7,15,"Limanda ferruginea",34.5,0.5,63,"SUMMER","ATC",34,35,"ATC1971189-21",375
"14692",47.46667,-60.46667,1971,7,22,"Gadus morhua",80.5,3.5,104,"SUMMER","ATC",77,84,"ATC1971189-70",171
"14693",43.66667,-60.26667,1971,7,15,"Hippoglossoides platessoides",34.5,0.5,63,"SUMMER","ATC",34,35,"ATC1971189-21",121
